Data_basis;Type_of_university;Subject_group;Reporting_country;Winter_semester;German_foreigner;Gender;Counting;Notes
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Humanmedizin/Gesundheitswissenschaften;Brandenburg;2010;Ausländer;männlich;1;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Humanmedizin/Gesundheitswissenschaften;Brandenburg;2010;Ausländer;weiblich;1;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Humanmedizin/Gesundheitswissenschaften;Brandenburg;2011;Deutsch;männlich;51;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Humanmedizin/Gesundheitswissenschaften;Brandenburg;2011;Deutsch;weiblich;126;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Humanmedizin/Gesundheitswissenschaften;Brandenburg;2011;Ausländer;männlich;1;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Humanmedizin/Gesundheitswissenschaften;Brandenburg;2011;Ausländer;weiblich;4;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Humanmedizin/Gesundheitswissenschaften;Brandenburg;2012;Deutsch;männlich;37;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Humanmedizin/Gesundheitswissenschaften;Brandenburg;2012;Deutsch;weiblich;75;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Humanmedizin/Gesundheitswissenschaften;Brandenburg;2012;Ausländer;männlich;2;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Humanmedizin/Gesundheitswissenschaften;Brandenburg;2012;Ausländer;weiblich;3;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Humanmedizin/Gesundheitswissenschaften;Brandenburg;2013;Deutsch;männlich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Humanmedizin/Gesundheitswissenschaften;Brandenburg;2013;Deutsch;weiblich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Humanmedizin/Gesundheitswissenschaften;Brandenburg;2013;Ausländer;männlich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Humanmedizin/Gesundheitswissenschaften;Brandenburg;2013;Ausländer;weiblich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Humanmedizin/Gesundheitswissenschaften;Brandenburg;2014;Deutsch;männlich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Humanmedizin/Gesundheitswissenschaften;Brandenburg;2014;Deutsch;weiblich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Humanmedizin/Gesundheitswissenschaften;Brandenburg;2014;Ausländer;männlich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Humanmedizin/Gesundheitswissenschaften;Brandenburg;2014;Ausländer;weiblich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Humanmedizin/Gesundheitswissenschaften;Brandenburg;2015;Deutsch;männlich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Humanmedizin/Gesundheitswissenschaften;Brandenburg;2015;Deutsch;weiblich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Humanmedizin/Gesundheitswissenschaften;Brandenburg;2015;Ausländer;männlich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Humanmedizin/Gesundheitswissenschaften;Brandenburg;2015;Ausländer;weiblich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Humanmedizin/Gesundheitswissenschaften;Brandenburg;2016;Deutsch;männlich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Humanmedizin/Gesundheitswissenschaften;Brandenburg;2016;Deutsch;weiblich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Humanmedizin/Gesundheitswissenschaften;Brandenburg;2016;Ausländer;männlich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Humanmedizin/Gesundheitswissenschaften;Brandenburg;2016;Ausländer;weiblich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Humanmedizin/Gesundheitswissenschaften;Brandenburg;2017;Deutsch;männlich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Humanmedizin/Gesundheitswissenschaften;Brandenburg;2017;Deutsch;weiblich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Humanmedizin/Gesundheitswissenschaften;Brandenburg;2017;Ausländer;männlich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Humanmedizin/Gesundheitswissenschaften;Brandenburg;2017;Ausländer;weiblich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Humanmedizin/Gesundheitswissenschaften;Brandenburg;2018;Deutsch;männlich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Humanmedizin/Gesundheitswissenschaften;Brandenburg;2018;Deutsch;weiblich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Humanmedizin/Gesundheitswissenschaften;Brandenburg;2018;Ausländer;männlich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Humanmedizin/Gesundheitswissenschaften;Brandenburg;2018;Ausländer;weiblich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Humanmedizin/Gesundheitswissenschaften;Brandenburg;2019;Deutsch;männlich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Humanmedizin/Gesundheitswissenschaften;Brandenburg;2019;Deutsch;weiblich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Humanmedizin/Gesundheitswissenschaften;Brandenburg;2019;Ausländer;männlich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Humanmedizin/Gesundheitswissenschaften;Brandenburg;2019;Ausländer;weiblich;0;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2007;Deutsch;männlich;2695;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2007;Deutsch;weiblich;664;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2007;Ausländer;männlich;263;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2007;Ausländer;weiblich;82;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2008;Deutsch;männlich;2822;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2008;Deutsch;weiblich;723;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2008;Ausländer;männlich;263;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2008;Ausländer;weiblich;102;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2009;Deutsch;männlich;2882;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2009;Deutsch;weiblich;749;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2009;Ausländer;männlich;243;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2009;Ausländer;weiblich;106;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2010;Deutsch;männlich;2802;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2010;Deutsch;weiblich;776;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2010;Ausländer;männlich;262;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2010;Ausländer;weiblich;114;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2011;Deutsch;männlich;3354;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2011;Deutsch;weiblich;931;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2011;Ausländer;männlich;393;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2011;Ausländer;weiblich;247;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2012;Deutsch;männlich;3317;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2012;Deutsch;weiblich;938;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2012;Ausländer;männlich;507;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2012;Ausländer;weiblich;278;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2013;Deutsch;männlich;2399;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2013;Deutsch;weiblich;622;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2013;Ausländer;männlich;388;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2013;Ausländer;weiblich;225;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2014;Deutsch;männlich;2316;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2014;Deutsch;weiblich;600;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2014;Ausländer;männlich;429;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2014;Ausländer;weiblich;227;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2015;Deutsch;männlich;3234;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2015;Deutsch;weiblich;841;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2015;Ausländer;männlich;696;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2015;Ausländer;weiblich;345;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2016;Deutsch;männlich;3083;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2016;Deutsch;weiblich;867;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2016;Ausländer;männlich;737;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2016;Ausländer;weiblich;362;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2017;Deutsch;männlich;3171;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2017;Deutsch;weiblich;897;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2017;Ausländer;männlich;626;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2017;Ausländer;weiblich;299;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2018;Deutsch;männlich;3233;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2018;Deutsch;weiblich;931;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2018;Ausländer;männlich;632;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2018;Ausländer;weiblich;276;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2019;Deutsch;männlich;3225;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2019;Deutsch;weiblich;979;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2019;Ausländer;männlich;698;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Ingenieurwissenschaften;Brandenburg;2019;Ausländer;weiblich;288;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2007;Deutsch;männlich;356;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2007;Deutsch;weiblich;375;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2007;Ausländer;männlich;38;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2007;Ausländer;weiblich;39;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2008;Deutsch;männlich;365;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2008;Deutsch;weiblich;419;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2008;Ausländer;männlich;39;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2008;Ausländer;weiblich;39;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2009;Deutsch;männlich;392;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2009;Deutsch;weiblich;445;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2009;Ausländer;männlich;45;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2009;Ausländer;weiblich;44;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2010;Deutsch;männlich;431;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2010;Deutsch;weiblich;457;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2010;Ausländer;männlich;43;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2010;Ausländer;weiblich;43;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2011;Deutsch;männlich;449;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2011;Deutsch;weiblich;456;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2011;Ausländer;männlich;35;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2011;Ausländer;weiblich;41;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2012;Deutsch;männlich;457;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2012;Deutsch;weiblich;462;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2012;Ausländer;männlich;32;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2012;Ausländer;weiblich;47;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2013;Deutsch;männlich;399;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2013;Deutsch;weiblich;401;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2013;Ausländer;männlich;29;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2013;Ausländer;weiblich;44;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2014;Deutsch;männlich;388;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2014;Deutsch;weiblich;379;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2014;Ausländer;männlich;33;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2014;Ausländer;weiblich;56;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2015;Deutsch;männlich;385;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2015;Deutsch;weiblich;379;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2015;Ausländer;männlich;32;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2015;Ausländer;weiblich;59;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2016;Deutsch;männlich;383;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2016;Deutsch;weiblich;374;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2016;Ausländer;männlich;33;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2016;Ausländer;weiblich;64;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2017;Deutsch;männlich;356;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2017;Deutsch;weiblich;389;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2017;Ausländer;männlich;37;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2017;Ausländer;weiblich;74;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2018;Deutsch;männlich;331;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2018;Deutsch;weiblich;379;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2018;Ausländer;männlich;36;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2018;Ausländer;weiblich;78;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2019;Deutsch;männlich;296;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2019;Deutsch;weiblich;379;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2019;Ausländer;männlich;33;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Kunst, Kunstwissenschaft;Brandenburg;2019;Ausländer;weiblich;86;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2007;Deutsch;männlich;1589;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2007;Deutsch;weiblich;410;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2007;Ausländer;männlich;131;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2007;Ausländer;weiblich;40;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2008;Deutsch;männlich;1570;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2008;Deutsch;weiblich;442;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2008;Ausländer;männlich;100;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2008;Ausländer;weiblich;39;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2009;Deutsch;männlich;1606;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2009;Deutsch;weiblich;462;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2009;Ausländer;männlich;115;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2009;Ausländer;weiblich;46;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2010;Deutsch;männlich;1591;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2010;Deutsch;weiblich;476;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2010;Ausländer;männlich;110;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2010;Ausländer;weiblich;46;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2011;Deutsch;männlich;1609;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2011;Deutsch;weiblich;446;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2011;Ausländer;männlich;106;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2011;Ausländer;weiblich;50;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2012;Deutsch;männlich;1555;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2012;Deutsch;weiblich;446;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2012;Ausländer;männlich;140;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2012;Ausländer;weiblich;77;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2013;Deutsch;männlich;1235;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2013;Deutsch;weiblich;334;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2013;Ausländer;männlich;125;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2013;Ausländer;weiblich;87;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2014;Deutsch;männlich;1127;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2014;Deutsch;weiblich;299;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2014;Ausländer;männlich;152;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2014;Ausländer;weiblich;91;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2015;Deutsch;männlich;84;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2015;Deutsch;weiblich;46;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2015;Ausländer;männlich;7;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2015;Ausländer;weiblich;9;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2016;Deutsch;männlich;71;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2016;Deutsch;weiblich;33;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2016;Ausländer;männlich;8;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2016;Ausländer;weiblich;10;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2017;Deutsch;männlich;63;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2017;Deutsch;weiblich;37;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2017;Ausländer;männlich;6;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2017;Ausländer;weiblich;10;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2018;Deutsch;männlich;69;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2018;Deutsch;weiblich;44;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2018;Ausländer;männlich;10;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2018;Ausländer;weiblich;11;
Anzahl;Fachhochschulen (ohne Verwaltungsfachhochschulen);Mathematik, Naturwissenschaften;Brandenburg;2019;Deutsch;männlich;65;
